phi1,phi2,flip_time
-1.84747,-1.59697,9.459
-1.84747,-1.53434,14.0689
-1.84747,-1.47172,-1
-1.84747,-1.40909,-1
-1.84747,-1.34646,-1
-1.84747,-1.28384,-1
-1.84747,-1.22121,15.21
-1.84747,-1.15859,9.5199
-1.84747,-1.09596,6.06876
-1.84747,-1.03333,9.5491
-1.84747,-0.970707,12.0373
-1.84747,-0.908081,9.20029
-1.84747,-0.845455,8.89874
-1.84747,-0.782828,5.1518
-1.84747,-0.720202,9.84976
-1.84747,-0.657576,16.0787
-1.84747,-0.594949,2.84767
-1.84747,-0.532323,3.31646
-1.84747,-0.469697,6.73615
-1.84747,-0.407071,1.6231
-1.84747,-0.344444,1.6086
-1.84747,-0.281818,1.62873
-1.84747,-0.219192,1.69949
-1.84747,-0.156566,1.8818
-1.84747,-0.0939394,2.20324
-1.84747,-0.0313131,3.52359
-1.84747,0.0313131,-1
-1.84747,0.0939394,-1
-1.84747,0.156566,13.2973
-1.84747,0.219192,-1
-1.84747,0.281818,2.92193
-1.84747,0.344444,2.70911
-1.84747,0.407071,2.63277
-1.84747,0.469697,2.61271
-1.84747,0.532323,2.62144
-1.84747,0.594949,2.6488
-1.84747,0.657576,2.69709
-1.84747,0.720202,2.79552
-1.84747,0.782828,3.17457
-1.84747,0.845455,6.51943
-1.84747,0.908081,3.99048
-1.84747,0.970707,3.82119
-1.84747,1.03333,4.09685
-1.84747,1.09596,10.2129
-1.84747,1.15859,8.31654
-1.84747,1.22121,2.67041
-1.84747,1.28384,4.70522
-1.84747,1.34646,4.89616
-1.84747,1.40909,1.69718
-1.84747,1.47172,1.61847
-1.84747,1.53434,1.55697
-1.84747,1.59697,1.50336
-1.84747,1.6596,1.45773
-1.84747,1.72222,1.42057
-1.84747,1.78485,1.39176
-1.84747,1.84747,1.37093
-1.84747,1.9101,1.35798
-1.84747,1.97273,1.35343
-1.84747,2.03535,1.35908
-1.84747,2.09798,1.37992
-1.84747,2.16061,1.43535
-1.84747,2.22323,7.82882
-1.84747,2.28586,2.56998
-1.84747,2.34848,5.15331
-1.84747,2.41111,0.658596
-1.84747,2.47374,0.584598
-1.84747,2.53636,0.555147
-1.84747,2.59899,0.534674
-1.84747,2.66162,0.517737
-1.84747,2.72424,0.502185
-1.84747,2.78687,0.486798
-1.84747,2.84949,0.470656
-1.84747,2.91212,0.452847
-1.84747,2.97475,0.43218
-1.84747,3.03737,0.406658
-1.84747,3.1,0.371706
-1.78485,-3.1,5.04402
-1.78485,-3.03737,4.58025
-1.78485,-2.97475,3.00863
-1.78485,-2.91212,4.19423
-1.78485,-2.84949,11.1806
-1.78485,-2.78687,3.58246
-1.78485,-2.72424,3.16463
-1.78485,-2.66162,3.21082
-1.78485,-2.59899,3.23446
-1.78485,-2.53636,3.26747
-1.78485,-2.47374,5.80521
-1.78485,-2.41111,5.35058
-1.78485,-2.34848,4.30919
-1.78485,-2.28586,3.2446
-1.78485,-2.22323,3.10069
-1.78485,-2.16061,3.35665
-1.78485,-2.09798,12.3659
-1.78485,-2.03535,11.7732
-1.78485,-1.97273,14.8753
-1.78485,-1.9101,6.05928
-1.78485,-1.84747,4.67504
-1.78485,-1.78485,4.64466
-1.78485,-1.72222,4.71813
-1.78485,-1.6596,9.01482
-1.78485,-1.59697,17.0058
-1.78485,-1.53434,9.28238
-1.78485,-1.47172,-1
-1.78485,-1.40909,-1
-1.78485,-1.34646,-1
-1.78485,-1.28384,-1
-1.78485,-1.22121,-1
-1.78485,-1.15859,10.6238
-1.78485,-1.09596,13.4089
-1.78485,-1.03333,17.2894
-1.78485,-0.970707,10.3014
-1.78485,-0.908081,9.07844
-1.78485,-0.845455,18.0309
-1.78485,-0.782828,5.83747
-1.78485,-0.720202,12.8762
-1.78485,-0.657576,11.6708
-1.78485,-0.594949,7.80431
-1.78485,-0.532323,2.86639
-1.78485,-0.469697,3.13885
-1.78485,-0.407071,-1
-1.78485,-0.344444,2.46871
-1.78485,-0.281818,2.06349
-1.78485,-0.219192,2.03078
-1.78485,-0.156566,2.18673
-1.78485,-0.0939394,-1
-1.78485,-0.0313131,8.4214
-1.78485,0.0313131,-1
-1.78485,0.0939394,27.6554
-1.78485,0.156566,10.9685
-1.78485,0.219192,-1
-1.78485,0.281818,3.17352
-1.78485,0.344444,2.84641
-1.78485,0.407071,2.71734
-1.78485,0.469697,2.66983
-1.78485,0.532323,2.66455
-1.78485,0.594949,2.68718
-1.78485,0.657576,2.74223
-1.78485,0.720202,2.88532
-1.78485,0.782828,3.53036
-1.78485,0.845455,20.2819
-1.78485,0.908081,4.02739
-1.78485,0.970707,3.82074
-1.78485,1.03333,4.32476
-1.78485,1.09596,6.26529
-1.78485,1.15859,5.85235
-1.78485,1.22121,2.65207
-1.78485,1.28384,5.54548
-1.78485,1.34646,4.63656
-1.78485,1.40909,1.66617
-1.78485,1.47172,1.58387
-1.78485,1.53434,1.523
-1.78485,1.59697,1.47224
-1.78485,1.6596,1.43049
-1.78485,1.72222,1.39752
-1.78485,1.78485,1.37293
-1.78485,1.84747,1.35647
-1.78485,1.9101,1.34836
-1.78485,1.97273,1.34982
-1.78485,2.03535,1.3644
-1.78485,2.09798,1.40385
-1.78485,2.16061,3.52716
-1.78485,2.22323,2.42036
-1.78485,2.28586,6.95952
-1.78485,2.34848,3.57873
-1.78485,2.41111,0.610359
-1.78485,2.47374,0.561403
-1.78485,2.53636,0.535241
-1.78485,2.59899,0.515841
-1.78485,2.66162,0.499219
-1.78485,2.72424,0.483584
-1.78485,2.78687,0.467827
-1.78485,2.84949,0.451035
-1.78485,2.91212,0.432224
-1.78485,2.97475,0.410021
-1.78485,3.03737,0.381932
-1.78485,3.1,0.341566
-1.72222,-3.1,15.0124
-1.72222,-3.03737,7.94972
-1.72222,-2.97475,2.99534
-1.72222,-2.91212,4.09623
-1.72222,-2.84949,5.15195
-1.72222,-2.78687,5.00816
-1.72222,-2.72424,3.46914
-1.72222,-2.66162,3.32153
-1.72222,-2.59899,3.43134
-1.72222,-2.53636,4.79626
-1.72222,-2.47374,6.47081
-1.72222,-2.41111,9.69868
-1.72222,-2.34848,5.65337
-1.72222,-2.28586,3.13422
-1.72222,-2.22323,3.08802
-1.72222,-2.16061,9.51617
-1.72222,-2.09798,8.20775
-1.72222,-2.03535,9.53374
-1.72222,-1.97273,7.88728
-1.72222,-1.9101,6.01584
-1.72222,-1.84747,4.74098
-1.72222,-1.78485,4.70567
-1.72222,-1.72222,5.98258
-1.72222,-1.6596,7.63574
-1.72222,-1.59697,20.1983
-1.72222,-1.53434,9.13255
-1.72222,-1.47172,19.7699
-1.72222,-1.40909,-1
-1.72222,-1.34646,-1
-1.72222,-1.28384,-1
-1.72222,-1.22121,-1
-1.72222,-1.15859,16.2967
-1.72222,-1.09596,28.0457
-1.72222,-1.03333,-1
-1.72222,-0.970707,7.23341
-1.72222,-0.908081,9.59341
-1.72222,-0.845455,10.2626
-1.72222,-0.782828,-1
-1.72222,-0.720202,6.20546
-1.72222,-0.657576,21.8856
-1.72222,-0.594949,-1
-1.72222,-0.532323,-1
-1.72222,-0.469697,2.90169
-1.72222,-0.407071,3.0516
-1.72222,-0.344444,16.4645
-1.72222,-0.281818,19.4847
-1.72222,-0.219192,8.43653
-1.72222,-0.156566,17.8778
-1.72222,-0.0939394,18.3871
-1.72222,-0.0313131,-1
-1.72222,0.0313131,-1
-1.72222,0.0939394,10.0531
-1.72222,0.156566,-1
-1.72222,0.219192,8.95385
-1.72222,0.281818,-1
-1.72222,0.344444,3.07438
-1.72222,0.407071,2.86981
-1.72222,0.469697,2.78196
-1.72222,0.532323,2.75657
-1.72222,0.594949,2.77666
-1.72222,0.657576,2.85719
-1.72222,0.720202,3.10395
-1.72222,0.782828,4.74427
-1.72222,0.845455,-1
-1.72222,0.908081,4.1166
-1.72222,0.970707,3.84075
-1.72222,1.03333,4.89398
-1.72222,1.09596,6.31819
-1.72222,1.15859,17.0708
-1.72222,1.22121,2.65559
-1.72222,1.28384,5.56432
-1.72222,1.34646,4.81725
-1.72222,1.40909,1.66007
-1.72222,1.47172,1.56534
-1.72222,1.53434,1.503
-1.72222,1.59697,1.4534
-1.72222,1.6596,1.4138
-1.72222,1.72222,1.38338
-1.72222,1.78485,1.36165
-1.72222,1.84747,1.3485
-1.72222,1.9101,1.34455
-1.72222,1.97273,1.35205
-1.72222,2.03535,1.37777
-1.72222,2.09798,1.45727
-1.72222,2.16061,7.67909
-1.72222,2.22323,2.45268
-1.72222,2.28586,6.98247
-1.72222,2.34848,2.4373
-1.72222,2.41111,0.584313
-1.72222,2.47374,0.542563
-1.72222,2.53636,0.517789
-1.72222,2.59899,0.498737
-1.72222,2.66162,0.482054
-1.72222,2.72424,0.46611
-1.72222,2.78687,0.449832
-1.72222,2.84949,0.432282
-1.72222,2.91212,0.412387
-1.72222,2.97475,0.388557
-1.72222,3.03737,0.357731
-1.72222,3.1,0.311187
-1.6596,-3.1,4.40931
-1.6596,-3.03737,8.50585
-1.6596,-2.97475,2.98187
-1.6596,-2.91212,4.53086
-1.6596,-2.84949,4.53975
-1.6596,-2.78687,14.2817
-1.6596,-2.72424,6.07457
-1.6596,-2.66162,5.95938
-1.6596,-2.59899,5.87774
-1.6596,-2.53636,6.64031
-1.6596,-2.47374,4.64033
-1.6596,-2.41111,4.18021
-1.6596,-2.34848,3.22253
-1.6596,-2.28586,3.07472
-1.6596,-2.22323,3.13808
-1.6596,-2.16061,9.30749
-1.6596,-2.09798,15.7573
-1.6596,-2.03535,9.3479
-1.6596,-1.97273,7.92233
-1.6596,-1.9101,5.98809
-1.6596,-1.84747,4.8212
-1.6596,-1.78485,4.8353
-1.6596,-1.72222,5.89892
-1.6596,-1.6596,8.64373
-1.6596,-1.59697,19.9383
-1.6596,-1.53434,9.08949
-1.6596,-1.47172,18.342
-1.6596,-1.40909,-1
-1.6596,-1.34646,-1
-1.6596,-1.28384,-1
-1.6596,-1.22121,-1
-1.6596,-1.15859,-1
-1.6596,-1.09596,13.8206
-1.6596,-1.03333,18.421
-1.6596,-0.970707,-1
-1.6596,-0.908081,-1
-1.6596,-0.845455,10.7137
-1.6596,-0.782828,-1
-1.6596,-0.720202,-1
-1.6596,-0.657576,6.26966
-1.6596,-0.594949,6.28967
-1.6596,-0.532323,24.7135
-1.6596,-0.469697,10.7155
-1.6596,-0.407071,3.01171
-1.6596,-0.344444,3.02864
-1.6596,-0.281818,3.27328
-1.6596,-0.219192,-1
-1.6596,-0.156566,-1
-1.6596,-0.0939394,-1
-1.6596,-0.0313131,-1
-1.6596,0.0313131,-1
-1.6596,0.0939394,-1
-1.6596,0.156566,-1
-1.6596,0.219192,-1
-1.6596,0.281818,9.01625
-1.6596,0.344444,-1
-1.6596,0.407071,3.19252
-1.6596,0.469697,3.02186
-1.6596,0.532323,2.96946
-1.6596,0.594949,2.99989
-1.6596,0.657576,3.15446
-1.6596,0.720202,-1
-1.6596,0.782828,17.7005
-1.6596,0.845455,-1
-1.6596,0.908081,4.28686
-1.6596,0.970707,3.90804
-1.6596,1.03333,18.8591
-1.6596,1.09596,-1
-1.6596,1.15859,-1
-1.6596,1.22121,2.68819
-1.6596,1.28384,5.9453
-1.6596,1.34646,7.77061
-1.6596,1.40909,1.69962
-1.6596,1.47172,1.56213
-1.6596,1.53434,1.49459
-1.6596,1.59697,1.44426
-1.6596,1.6596,1.40535
-1.6596,1.72222,1.37626
-1.6596,1.78485,1.35636
-1.6596,1.84747,1.34571
-1.6596,1.9101,1.34547
-1.6596,1.97273,1.35934
-1.6596,2.03535,1.40067
-1.6596,2.09798,3.45189
-1.6596,2.16061,3.32528
-1.6596,2.22323,2.58728
-1.6596,2.28586,3.81059
-1.6596,2.34848,2.41092
-1.6596,2.41111,0.5665
-1.6596,2.47374,0.526959
-1.6596,2.53636,0.50243
-1.6596,2.59899,0.483213
-1.6596,2.66162,0.46618
-1.6596,2.72424,0.44975
-1.6596,2.78687,0.432838
-1.6596,2.84949,0.414459
-1.6596,2.91212,0.393438
-1.6596,2.97475,0.367963
-1.6596,3.03737,0.334366
-1.6596,3.1,0.281237
-1.59697,-3.1,4.45172
-1.59697,-3.03737,7.44587
-1.59697,-2.97475,2.97212
-1.59697,-2.91212,4.12206
-1.59697,-2.84949,6.31612
-1.59697,-2.78687,6.04591
-1.59697,-2.72424,6.44323
-1.59697,-2.66162,7.6901
-1.59697,-2.59899,10.858
-1.59697,-2.53636,4.51958
-1.59697,-2.47374,4.28679
-1.59697,-2.41111,5.36374
-1.59697,-2.34848,3.11123
-1.59697,-2.28586,3.05312
-1.59697,-2.22323,4.47386
-1.59697,-2.16061,7.77643
-1.59697,-2.09798,13.4992
-1.59697,-2.03535,9.5131
-1.59697,-1.97273,9.00188
-1.59697,-1.9101,5.94027
-1.59697,-1.84747,5.91111
-1.59697,-1.78485,5.86627
-1.59697,-1.72222,16.5547
-1.59697,-1.6596,8.30303
-1.59697,-1.59697,12.1309
-1.59697,-1.53434,9.13509
-1.59697,-1.47172,19.2756
-1.59697,-1.40909,-1
-1.59697,-1.34646,-1
-1.59697,-1.28384,-1
-1.59697,-1.22121,-1
-1.59697,-1.15859,-1
-1.59697,-1.09596,-1
-1.59697,-1.03333,15.019
-1.59697,-0.970707,-1
-1.59697,-0.908081,14.8613
-1.59697,-0.845455,10.1092
-1.59697,-0.782828,13.0417
-1.59697,-0.720202,-1
-1.59697,-0.657576,-1
-1.59697,-0.594949,6.01338
-1.59697,-0.532323,5.88342
-1.59697,-0.469697,-1
-1.59697,-0.407071,-1
-1.59697,-0.344444,7.56313
-1.59697,-0.281818,-1
-1.59697,-0.219192,3.37939
-1.59697,-0.156566,-1
-1.59697,-0.0939394,-1
-1.59697,-0.0313131,-1
-1.59697,0.0313131,-1
-1.59697,0.0939394,-1
-1.59697,0.156566,-1
-1.59697,0.219192,-1
-1.59697,0.281818,-1
-1.59697,0.344444,-1
-1.59697,0.407071,-1
-1.59697,0.469697,-1
-1.59697,0.532323,-1
-1.59697,0.594949,-1
-1.59697,0.657576,11.8274
-1.59697,0.720202,-1
-1.59697,0.782828,-1
-1.59697,0.845455,-1
-1.59697,0.908081,-1
-1.59697,0.970707,4.11229
-1.59697,1.03333,-1
-1.59697,1.09596,-1
-1.59697,1.15859,23.585
-1.59697,1.22121,13.4728
-1.59697,1.28384,5.66236
-1.59697,1.34646,11.1171
-1.59697,1.40909,4.68304
-1.59697,1.47172,1.57916
-1.59697,1.53434,1.49767
-1.59697,1.59697,1.4439
-1.59697,1.6596,1.40412
-1.59697,1.72222,1.37524
-1.59697,1.78485,1.3563
-1.59697,1.84747,1.34747
-1.59697,1.9101,1.35055
-1.59697,1.97273,1.37143
-1.59697,2.03535,1.43932
-1.59697,2.09798,4.2935
-1.59697,2.16061,4.30054
-1.59697,2.22323,2.77496
-1.59697,2.28586,5.11852
-1.59697,2.34848,2.43378
-1.59697,2.41111,0.554346
-1.59697,2.47374,0.514179
-1.59697,2.53636,0.489027
-1.59697,2.59899,0.469221
-1.59697,2.66162,0.451594
-1.59697,2.72424,0.434528
-1.59697,2.78687,0.416893
-1.59697,2.84949,0.39764
-1.59697,2.91212,0.375491
-1.59697,2.97475,0.348419
-1.59697,3.03737,0.312188
-1.59697,3.1,0.252721
-1.53434,-3.1,4.47041
-1.53434,-3.03737,7.32079
-1.53434,-2.97475,2.97317
-1.53434,-2.91212,3.1591
-1.53434,-2.84949,4.17422
-1.53434,-2.78687,4.47629
-1.53434,-2.72424,4.64725
-1.53434,-2.66162,4.66549
-1.53434,-2.59899,4.45741
-1.53434,-2.53636,10.3449
-1.53434,-2.47374,4.21713
-1.53434,-2.41111,3.20999
-1.53434,-2.34848,3.05603
-1.53434,-2.28586,3.07491
-1.53434,-2.22323,6.15661
-1.53434,-2.16061,7.7297
-1.53434,-2.09798,9.43393
-1.53434,-2.03535,13.8416
-1.53434,-1.97273,8.34364
-1.53434,-1.9101,5.95273
-1.53434,-1.84747,5.84497
-1.53434,-1.78485,5.89015
-1.53434,-1.72222,10.6382
-1.53434,-1.6596,7.59636
-1.53434,-1.59697,12.3652
-1.53434,-1.53434,10.2798
-1.53434,-1.47172,-1
-1.53434,-1.40909,-1
-1.53434,-1.34646,-1
-1.53434,-1.28384,-1
-1.53434,-1.22121,-1
-1.53434,-1.15859,-1
-1.53434,-1.09596,-1
-1.53434,-1.03333,-1
-1.53434,-0.970707,15.019
-1.53434,-0.908081,-1
-1.53434,-0.845455,10.1642
-1.53434,-0.782828,10.1977
-1.53434,-0.720202,17.4277
-1.53434,-0.657576,-1
-1.53434,-0.594949,-1
-1.53434,-0.532323,-1
-1.53434,-0.469697,-1
-1.53434,-0.407071,-1
-1.53434,-0.344444,-1
-1.53434,-0.281818,-1
-1.53434,-0.219192,-1
-1.53434,-0.156566,-1
-1.53434,-0.0939394,-1
-1.53434,-0.0313131,-1
-1.53434,0.0313131,-1
-1.53434,0.0939394,-1
-1.53434,0.156566,-1
-1.53434,0.219192,-1
-1.53434,0.281818,-1
-1.53434,0.344444,-1
-1.53434,0.407071,-1
-1.53434,0.469697,-1
-1.53434,0.532323,-1
-1.53434,0.594949,-1
-1.53434,0.657576,-1
-1.53434,0.720202,-1
-1.53434,0.782828,-1
-1.53434,0.845455,-1
-1.53434,0.908081,10.12
-1.53434,0.970707,-1
-1.53434,1.03333,-1
-1.53434,1.09596,-1
-1.53434,1.15859,8.35985
-1.53434,1.22121,5.93144
-1.53434,1.28384,5.68563
-1.53434,1.34646,10.7709
-1.53434,1.40909,27.6222
-1.53434,1.47172,1.65167
-1.53434,1.53434,1.51582
-1.53434,1.59697,1.45307
-1.53434,1.6596,1.41021
-1.53434,1.72222,1.38026
-1.53434,1.78485,1.36137
-1.53434,1.84747,1.35371
-1.53434,1.9101,1.35979
-1.53434,1.97273,1.38893
-1.53434,2.03535,1.55913
-1.53434,2.09798,4.67596
-1.53434,2.16061,4.41885
-1.53434,2.22323,4.662
-1.53434,2.28586,6.80505
-1.53434,2.34848,2.4418
-1.53434,2.41111,0.547493
-1.53434,2.47374,0.504175
-1.53434,2.53636,0.477584
-1.53434,2.59899,0.456783
-1.53434,2.66162,0.43833
-1.53434,2.72424,0.420488
-1.53434,2.78687,0.402053
-1.53434,2.84949,0.381904
-1.53434,2.91212,0.358658
-1.53434,2.97475,0.330105
-1.53434,3.03737,0.291531
-1.53434,3.1,0.226762
-1.47172,-3.1,4.42268
-1.47172,-3.03737,7.24636
-1.47172,-2.97475,2.99738
-1.47172,-2.91212,3.05955
-1.47172,-2.84949,4.04797
-1.47172,-2.78687,9.00508
-1.47172,-2.72424,5.79931
-1.47172,-2.66162,5.79041
-1.47172,-2.59899,8.80221
-1.47172,-2.53636,4.09862
-1.47172,-2.47374,6.52927
-1.47172,-2.41111,3.1077
-1.47172,-2.34848,3.03207
-1.47172,-2.28586,3.16791
-1.47172,-2.22323,6.17181
-1.47172,-2.16061,7.72134
-1.47172,-2.09798,9.23622
-1.47172,-2.03535,19.8489
-1.47172,-1.97273,7.72188
-1.47172,-1.9101,28.7172
-1.47172,-1.84747,9.1549
-1.47172,-1.78485,9.00812
-1.47172,-1.72222,7.57477
-1.47172,-1.6596,7.59042
-1.47172,-1.59697,12.2505
-1.47172,-1.53434,11.9065
-1.47172,-1.47172,15.6119
-1.47172,-1.40909,-1
-1.47172,-1.34646,-1
-1.47172,-1.28384,-1
-1.47172,-1.22121,-1
-1.47172,-1.15859,-1
-1.47172,-1.09596,-1
-1.47172,-1.03333,-1
-1.47172,-0.970707,-1
-1.47172,-0.908081,21.8479
-1.47172,-0.845455,-1
-1.47172,-0.782828,-1
-1.47172,-0.720202,-1
-1.47172,-0.657576,-1
-1.47172,-0.594949,-1
-1.47172,-0.532323,-1
-1.47172,-0.469697,-1
-1.47172,-0.407071,-1
-1.47172,-0.344444,-1
-1.47172,-0.281818,-1
-1.47172,-0.219192,-1
-1.47172,-0.156566,-1
-1.47172,-0.0939394,-1
-1.47172,-0.0313131,-1
-1.47172,0.0313131,-1
-1.47172,0.0939394,-1
-1.47172,0.156566,-1
-1.47172,0.219192,-1
-1.47172,0.281818,-1
-1.47172,0.344444,-1
-1.47172,0.407071,-1
-1.47172,0.469697,-1
-1.47172,0.532323,-1
-1.47172,0.594949,-1
-1.47172,0.657576,-1
-1.47172,0.720202,-1
-1.47172,0.782828,-1
-1.47172,0.845455,-1
-1.47172,0.908081,-1
-1.47172,0.970707,-1
-1.47172,1.03333,-1
-1.47172,1.09596,-1
-1.47172,1.15859,-1
-1.47172,1.22121,-1
-1.47172,1.28384,21.2787
-1.47172,1.34646,17.9939
-1.47172,1.40909,-1
-1.47172,1.47172,6.21817
-1.47172,1.53434,1.56615
-1.47172,1.59697,1.47573
-1.47172,1.6596,1.42525
-1.47172,1.72222,1.39222
-1.47172,1.78485,1.37225
-1.47172,1.84747,1.36506
-1.47172,1.9101,1.37401
-1.47172,1.97273,1.41424
-1.47172,2.03535,12.5757
-1.47172,2.09798,4.58755
-1.47172,2.16061,7.38728
-1.47172,2.22323,5.53286
-1.47172,2.28586,3.70417
-1.47172,2.34848,2.45378
-1.47172,2.41111,0.546983
-1.47172,2.47374,0.497182
-1.47172,2.53636,0.468219
-1.47172,2.59899,0.445982
-1.47172,2.66162,0.426454
-1.47172,2.72424,0.407692
-1.47172,2.78687,0.388382
-1.47172,2.84949,0.367321
-1.47172,2.91212,0.343035
-1.47172,2.97475,0.31316
-1.47172,3.03737,0.272661
-1.47172,3.1,0.204182
-1.40909,-3.1,4.37592
-1.40909,-3.03737,7.37458
-1.40909,-2.97475,3.07164
-1.40909,-2.91212,3.00572
-1.40909,-2.84949,6.9837
-1.40909,-2.78687,4.0592
-1.40909,-2.72424,8.90944
-1.40909,-2.66162,5.83762
-1.40909,-2.59899,4.10088
-1.40909,-2.53636,4.27095
-1.40909,-2.47374,3.37491
-1.40909,-2.41111,3.05876
-1.40909,-2.34848,3.03216
-1.40909,-2.28586,4.37907
-1.40909,-2.22323,13.2982
-1.40909,-2.16061,12.1905
-1.40909,-2.09798,9.20329
-1.40909,-2.03535,28.8023
-1.40909,-1.97273,8.11034
-1.40909,-1.9101,11.8191
-1.40909,-1.84747,10.5871
-1.40909,-1.78485,7.63343
-1.40909,-1.72222,7.85926
-1.40909,-1.6596,10.5471
-1.40909,-1.59697,12.0692
-1.40909,-1.53434,22.3269
-1.40909,-1.47172,-1
-1.40909,-1.40909,-1
-1.40909,-1.34646,-1
-1.40909,-1.28384,-1
-1.40909,-1.22121,-1
-1.40909,-1.15859,-1
-1.40909,-1.09596,-1
-1.40909,-1.03333,-1
-1.40909,-0.970707,-1
-1.40909,-0.908081,-1
-1.40909,-0.845455,-1
-1.40909,-0.782828,-1
-1.40909,-0.720202,-1
-1.40909,-0.657576,-1
-1.40909,-0.594949,-1
-1.40909,-0.532323,-1
-1.40909,-0.469697,-1
-1.40909,-0.407071,-1
-1.40909,-0.344444,-1
-1.40909,-0.281818,-1
-1.40909,-0.219192,-1
-1.40909,-0.156566,-1
-1.40909,-0.0939394,-1
-1.40909,-0.0313131,-1
-1.40909,0.0313131,-1
-1.40909,0.0939394,-1
-1.40909,0.156566,-1
-1.40909,0.219192,-1
-1.40909,0.281818,-1
-1.40909,0.344444,-1
-1.40909,0.407071,-1
-1.40909,0.469697,-1
-1.40909,0.532323,-1
-1.40909,0.594949,-1
-1.40909,0.657576,-1
-1.40909,0.720202,-1
-1.40909,0.782828,-1
-1.40909,0.845455,-1
-1.40909,0.908081,-1
-1.40909,0.970707,-1
-1.40909,1.03333,-1
-1.40909,1.09596,-1
-1.40909,1.15859,-1
-1.40909,1.22121,-1
-1.40909,1.28384,-1
-1.40909,1.34646,-1
-1.40909,1.40909,-1
-1.40909,1.47172,5.83663
-1.40909,1.53434,13.5781
-1.40909,1.59697,1.52778
-1.40909,1.6596,1.45449
-1.40909,1.72222,1.41393
-1.40909,1.78485,1.39093
-1.40909,1.84747,1.38335
-1.40909,1.9101,1.39554
-1.40909,1.97273,1.45578
-1.40909,2.03535,4.25335
-1.40909,2.09798,4.63137
-1.40909,2.16061,8.82065
-1.40909,2.22323,7.93006
-1.40909,2.28586,3.66342
-1.40909,2.34848,2.85102
-1.40909,2.41111,0.556368
-1.40909,2.47374,0.493761
-1.40909,2.53636,0.461174
-1.40909,2.59899,0.436958
-1.40909,2.66162,0.416064
-1.40909,2.72424,0.396216
-1.40909,2.78687,0.375948
-1.40909,2.84949,0.35396
-1.40909,2.91212,0.328692
-1.40909,2.97475,0.297683
-1.40909,3.03737,0.255722
-1.40909,3.1,0.185222
-1.34646,-3.1,4.33549
-1.34646,-3.03737,6.18919
-1.34646,-2.97475,4.41492
-1.34646,-2.91212,2.97777
-1.34646,-2.84949,3.63494
-1.34646,-2.78687,4.05646
-1.34646,-2.72424,4.04119
-1.34646,-2.66162,4.05484
-1.34646,-2.59899,4.07515
-1.34646,-2.53636,6.9884
-1.34646,-2.47374,3.1677
-1.34646,-2.41111,3.03435
-1.34646,-2.34848,3.05208
-1.34646,-2.28586,10.4458
-1.34646,-2.22323,11.9971
-1.34646,-2.16061,13.4082
-1.34646,-2.09798,10.4017
-1.34646,-2.03535,14.8719
-1.34646,-1.97273,7.55555
-1.34646,-1.9101,7.87309
-1.34646,-1.84747,7.85556
-1.34646,-1.78485,7.9278
-1.34646,-1.72222,8.23349
-1.34646,-1.6596,-1
-1.34646,-1.59697,13.1532
-1.34646,-1.53434,13.0435
-1.34646,-1.47172,-1
-1.34646,-1.40909,26.2592
-1.34646,-1.34646,-1
-1.34646,-1.28384,-1
-1.34646,-1.22121,-1
-1.34646,-1.15859,-1
-1.34646,-1.09596,-1
-1.34646,-1.03333,-1
-1.34646,-0.970707,-1
-1.34646,-0.908081,-1
-1.34646,-0.845455,-1
-1.34646,-0.782828,-1
-1.34646,-0.720202,-1
-1.34646,-0.657576,-1
-1.34646,-0.594949,-1
-1.34646,-0.532323,-1
-1.34646,-0.469697,-1
-1.34646,-0.407071,-1
-1.34646,-0.344444,-1
-1.34646,-0.281818,-1
-1.34646,-0.219192,-1
-1.34646,-0.156566,-1
-1.34646,-0.0939394,-1
-1.34646,-0.0313131,-1
-1.34646,0.0313131,-1
-1.34646,0.0939394,-1
-1.34646,0.156566,-1
-1.34646,0.219192,-1
-1.34646,0.281818,-1
-1.34646,0.344444,-1
-1.34646,0.407071,-1
-1.34646,0.469697,-1
-1.34646,0.532323,-1
-1.34646,0.594949,-1
-1.34646,0.657576,-1
-1.34646,0.720202,-1
-1.34646,0.782828,-1
-1.34646,0.845455,-1
-1.34646,0.908081,-1
-1.34646,0.970707,-1
-1.34646,1.03333,-1
-1.34646,1.09596,-1
-1.34646,1.15859,-1
-1.34646,1.22121,-1
-1.34646,1.28384,-1
-1.34646,1.34646,7.25657
-1.34646,1.40909,-1
-1.34646,1.47172,-1
-1.34646,1.53434,10.5415
-1.34646,1.59697,13.5472
-1.34646,1.6596,1.51976
-1.34646,1.72222,1.45393
-1.34646,1.78485,1.42279
-1.34646,1.84747,1.41331
-1.34646,1.9101,1.43091
-1.34646,1.97273,17.4966
-1.34646,2.03535,6.61051
-1.34646,2.09798,4.50484
-1.34646,2.16061,9.85585
-1.34646,2.22323,11.8294
-1.34646,2.28586,4.83672
-1.34646,2.34848,3.52481
-1.34646,2.41111,0.591971
-1.34646,2.47374,0.495016
-1.34646,2.53636,0.45685
-1.34646,2.59899,0.429923
-1.34646,2.66162,0.407291
-1.34646,2.72424,0.386152
-1.34646,2.78687,0.36482
-1.34646,2.84949,0.341876
-1.34646,2.91212,0.315684
-1.34646,2.97475,0.283717
-1.34646,3.03737,0.240739
-1.34646,3.1,0.169622
-1.28384,-3.1,4.30745
-1.28384,-3.03737,6.15409
-1.28384,-2.97475,8.20386
